Nom_arrond,Invent,no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Injections,x,y,longitude,latitude
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Antoine-Déat, rue","André-Grasset, avenue",,FRPESU,2016,293532.439,5046834.5,-73.64433497,45.56133038
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRPEPA,2016,293597.69,5046951.5,-73.6435018,45.56238424
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","André-Grasset, avenue","Antoine-Déat, rue",,FRAM,2016,293602.052,5046958.5,-73.64344609,45.56244729
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Antoine-Déat, rue","Papineau, avenue / Voie latérale Ouest",,FRAM,2016,293634.06,5047012.5,-73.6430373,45.56293372
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Antoine-Déat, rue","Papineau, avenue / Voie latérale Ouest",,FRPEPA,2016,293638.752,5047020,-73.64297736,45.56300128
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293508.188,5047825.5,-73.64466851,45.57024731
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293466.503,5047849.5,-73.64520312,45.57046259
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293457.313,5047855.5,-73.645321,45.57051643
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293425.156,5047875.5,-73.64573346,45.57069587
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,293343.094,5047923.5,-73.64678595,45.57112644
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,293238.521,5047985.5,-73.6481272,45.5716826
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,293197.983,5048010.5,-73.64864717,45.57190689
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,293174.188,5048024,-73.64895236,45.57202797
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,293133,5048049,-73.64948066,45.57225223
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,293062.077,5048091,-73.65039035,45.57262897
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPESU,2016,293053.761,5048095.5,-73.65049701,45.57266932
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,293047.265,5048100,-73.65058035,45.57270971
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,293031.847,5048109,-73.6507781,45.57279043
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292983.686,5048138,-73.65139586,45.57305056
Ahuntsic-Cartierville,R,0,"Parthenais, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,292951.81,5048156,-73.6518047,45.57321199
Ahuntsic-Cartierville,R,12245,"Golf, chemin du","Bruton, chemin","Jean-Bourdon, avenue",,FRPE,2016,287066.811,5042993.742,-73.72701856,45.52663544
Ahuntsic-Cartierville,R,0,"André-Jobin, rue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,292713.005,5048852.5,-73.6548816,45.57947519
Ahuntsic-Cartierville,R,0,"André-Jobin, rue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,292703.734,5048857.5,-73.65500053,45.57952002
Ahuntsic-Cartierville,R,0,"André-Jobin, rue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,292696.533,5048861.5,-73.6550929,45.57955588
Ahuntsic-Cartierville,R,0,"Golf, chemin du","Jean-Bourdon, avenue","Cossette, rue",,FRPE,2016,286987.346,5043041.784,-73.7280376,45.52706571
Ahuntsic-Cartierville,R,0,"Golf, chemin du","Cossette, rue","Gouin Ouest, boulevard",,FRPE,2016,286972.255,5043055.824,-73.72823131,45.52719166
Ahuntsic-Cartierville,R,0,"Golf, chemin du","Cossette, rue","Gouin Ouest, boulevard",,FRPE,2016,286938.921,5043086.483,-73.72865917,45.52746669
Ahuntsic-Cartierville,R,0,"Golf, chemin du","Cossette, rue","Gouin Ouest, boulevard",,FRPE,2016,286932.045,5043092.692,-73.72874742,45.52752238
Ahuntsic-Cartierville,R,0,"Golf, chemin du","Cossette, rue","Gouin Ouest, boulevard",,FRPESU,2016,286964.136,5043062.797,-73.7283355,45.5272542
Ahuntsic-Cartierville,R,11715,"Filion, rue","Paix, rue de la","Dudemaine, rue",,FRPEPA,2016,289356.366,5043409.975,-73.69772121,45.53043533
Ahuntsic-Cartierville,R,11715,"Filion, rue","Paix, rue de la","Dudemaine, rue",,FRPEPA,2016,289340.989,5043423.968,-73.69791852,45.53056091
Ahuntsic-Cartierville,R,1255,"Louvain Est, rue de","De Bretonvilliers, avenue","Antoine-Déat, rue",,FRPESU,2016,293480.9676,5046763.542,-73.64499267,45.56069104
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292678.537,5045925,-73.65525069,45.55313207
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292668.9,5045929,-73.65537422,45.5531679
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292660.219,5045932.5,-73.65548549,45.55319924
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292643.633,5045939,-73.65569809,45.55325744
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292634.631,5045943,-73.65581348,45.55329328
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292625.668,5045946.5,-73.65592837,45.55332461
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292610.637,5045953,-73.65612104,45.55338284
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292589.474,5045962,-73.65639232,45.55346345
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292575.071,5045968,-73.65657695,45.55351719
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292562.744,5045973,-73.65673495,45.55356197
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292552.741,5045977,-73.65686317,45.55359778
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292541.408,5045982,-73.65700845,45.55364258
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292313.685,5046076,-73.65992752,45.55448437
Ahuntsic-Cartierville,R,0,"Millen, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292261.041,5046098,-73.66060236,45.55468139
Ahuntsic-Cartierville,R,0,"Taylor, boulevard","Viel, rue","De Saint-Castin, avenue",,FRPE,2016,289103.521,5044564.802,-73.70099532,45.54082119
Ahuntsic-Cartierville,R,0,"Taylor, boulevard","Viel, rue","De Saint-Castin, avenue",,FRPE,2016,289097.125,5044568,-73.70107733,45.54084982
Ahuntsic-Cartierville,R,0,"Taylor, boulevard","Viel, rue","De Saint-Castin, avenue",,FRPE,2016,289079.153,5044585.122,-73.70130801,45.54100349
Ahuntsic-Cartierville,R,0,"Taylor, boulevard","Viel, rue","De Saint-Castin, avenue",,FRPESU,2016,289040.577,5044615.522,-73.70180296,45.54127616
Ahuntsic-Cartierville,R,100,"Port-Royal Est, rue de","Saint-Laurent, boulevard","Saint-Denis, rue",,FRPE,2016,292651.203,5045439,-73.65558872,45.54875841
Ahuntsic-Cartierville,R,100,"Port-Royal Est, rue de","Saint-Laurent, boulevard","Saint-Denis, rue",,FRPE,2016,292660.188,5045461,-73.65547419,45.54895653
Ahuntsic-Cartierville,R,388,"Port-Royal Est, rue de","Saint-Laurent, boulevard","Saint-Denis, rue",,FRPE,2016,292679.079,5045507,-73.6552334,45.54937078
Ahuntsic-Cartierville,R,0,"De Galinée, avenue","De Montgolfier, place","Chabanel Est, rue",,FRPE,2016,293729.531,5046471,-73.64180205,45.55806266
Ahuntsic-Cartierville,R,8025,"Jean-Bourdon, avenue","Beau-Bois, avenue du","Antoine-Berthelet, avenue",,FRPE,2016,286276.2684,5042305.678,-73.73711292,45.52042346
Ahuntsic-Cartierville,R,8025,"Jean-Bourdon, avenue","Beau-Bois, avenue du","Antoine-Berthelet, avenue",,FRPE,2016,286271.1501,5042300.629,-73.73717824,45.52037789
Ahuntsic-Cartierville,R,8025,"Jean-Bourdon, avenue","Beau-Bois, avenue du","Antoine-Berthelet, avenue",,FRPE,2016,286273.5942,5042303.227,-73.73714705,45.52040133
Ahuntsic-Cartierville,R,269,"Sauvé Ouest, rue","Meunier, rue","Tolhurst, rue",,FRPE,2016,292082.7051,5044784.949,-73.6628524,45.5428629
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Péloquin, avenue","Saint-Charles, rue",,FRPE,2016,291797.688,5046602.5,-73.66655049,45.55921254
Ahuntsic-Cartierville,R,0,"Saint-Laurent, boulevard","Leslie-Gault, rue","Henri-Bourassa Ouest, boulevard",,FRAMMA,2016,291610.158,5045537,-73.66892388,45.54962131
Ahuntsic-Cartierville,R,8751,"René-Labelle, rue","Étienne-Blanchard, rue","Étienne-Blanchard, rue",,FRPEPA,2016,294414.938,5046111.5,-73.63301504,45.55483832
Ahuntsic-Cartierville,R,10330,"Paul-Comtois, rue","Émilien-Daoust, rue","René-Bauset, rue",,FRPEPA,2016,291271.5,5044304.5,-73.67322703,45.53852438
Ahuntsic-Cartierville,R,10100,"Paul-Comtois, rue","Léon-Ledieu, rue","François-Audet, rue",,FRPEPA,2016,291500.594,5044208,-73.67029097,45.53766045
Ahuntsic-Cartierville,R,10100,"Paul-Comtois, rue","Léon-Ledieu, rue","François-Audet, rue",,FRPEPA,2016,291495.219,5044210,-73.67035985,45.53767835
Ahuntsic-Cartierville,R,0,"Paul-Comtois, rue","François-Audet, rue","Émilien-Daoust, rue",,FRPEPA,2016,291489.094,5044213,-73.67043835,45.53770522
Ahuntsic-Cartierville,R,0,"Paul-Comtois, rue","François-Audet, rue","Émilien-Daoust, rue",,FRPEPA,2016,291474,5044219.5,-73.6706318,45.53776342
Ahuntsic-Cartierville,R,2420,"Henri-Bourassa Est, boulevard","Lille, rue de","Bruchési, avenue",,FRPE,2016,292770.444,5048559.48,-73.65413837,45.57683951
Ahuntsic-Cartierville,R,0,"Louisbourg, rue de","Luc-Rochefort, rue","Jean-Massé, rue",,FRPE,2016,289190.915,5043766.896,-73.6998508,45.53364334
Ahuntsic-Cartierville,R,0,"Louisbourg, rue de","Luc-Rochefort, rue","Jean-Massé, rue",,FRPE,2016,289190.439,5043761.755,-73.69985673,45.53359707
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Millen, avenue","Durham, avenue",,FRPE,2016,291736.56,5046345.218,-73.66732663,45.55689629
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Millen, avenue","Durham, avenue",,FRPE,2016,291737.426,5046353.419,-73.66731575,45.5569701
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Millen, avenue","Durham, avenue",,FRPE,2016,291738.235,5046361.205,-73.6673056,45.55704018
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Durham, avenue","Saint-Hubert, rue",,FRPE,2016,291742.431,5046486.744,-73.6672552,45.55816989
Ahuntsic-Cartierville,R,0,"Claude-Gauvreau, rue","Robertine-Barry, rue","Pierre-Ayot, rue",,FRPE,2016,291594.712,5043813.966,-73.66907522,45.53411659
Ahuntsic-Cartierville,R,0,"Claude-Gauvreau, rue","Robertine-Barry, rue","Pierre-Ayot, rue",,FRPE,2016,291587.039,5043813.86,-73.66917346,45.53411549
Ahuntsic-Cartierville,R,0,"Claude-Gauvreau, rue","Robertine-Barry, rue","Pierre-Ayot, rue",,FRPE,2016,291571.641,5043813.013,-73.66937059,45.53410758
Ahuntsic-Cartierville,R,0,"Claude-Gauvreau, rue","Robertine-Barry, rue","Pierre-Ayot, rue",,FRPE,2016,291564.285,5043811.108,-73.66946472,45.5340903
Ahuntsic-Cartierville,R,0,"Claude-Gauvreau, rue","Pierre-Ayot, rue","Alice-Nolin, rue",,FRPE,2016,291556.718,5043808.992,-73.66956155,45.53407111
Ahuntsic-Cartierville,R,0,"Claude-Gauvreau, rue","Pierre-Ayot, rue","Alice-Nolin, rue",,FRPE,2016,291547.299,5043806.399,-73.66968207,45.5340476
Ahuntsic-Cartierville,R,2721,"Alice-Nolin, rue","Robertine-Barry, rue","Claude-Gauvreau, rue",,FRPE,2016,291546.508,5043798.389,-73.66969198,45.53397551
Ahuntsic-Cartierville,R,2620,"Alice-Nolin, rue","Robertine-Barry, rue","Claude-Gauvreau, rue",,FRPE,2016,291510.023,5043739.172,-73.67015751,45.53344196
Ahuntsic-Cartierville,R,2620,"Alice-Nolin, rue","Robertine-Barry, rue","Claude-Gauvreau, rue",,FRPE,2016,291513.079,5043746.717,-73.67011859,45.53350991
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291818.659,5043790.246,-73.66620728,45.53390736
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291813.794,5043791.044,-73.66626959,45.53391445
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291809.584,5043791.625,-73.66632351,45.5339196
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291804.356,5043792.569,-73.66639047,45.53392799
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291799.492,5043793.295,-73.66645276,45.53393444
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291789.618,5043794.892,-73.66657923,45.53394862
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291784.827,5043795.763,-73.66664059,45.53395637
Ahuntsic-Cartierville,R,0,"Elzéar-Soucy, rue","Sauvé Ouest, rue","Alice-Nolin, rue",,FRAM,2016,291769.944,5043796.635,-73.66683117,45.53396394
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291775.949,5043908.663,-73.66675726,45.53497212
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291770.639,5043906.288,-73.66682519,45.53495065
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291764.7,5043893.942,-73.6669009,45.53483944
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291764.735,5043887.314,-73.66690028,45.5347798
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291764.818,5043881.807,-73.66689907,45.53473025
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.02,5043874.848,-73.6668963,45.53466763
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.103,5043869.341,-73.66689509,45.53461808
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.082,5043863.25,-73.66689519,45.53456327
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.152,5043857.669,-73.66689415,45.53451305
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.298,5043852.527,-73.66689214,45.53446679
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.359,5043846.045,-73.66689119,45.53440846
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.433,5043839.636,-73.66689007,45.53435079
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.541,5043834.275,-73.66688855,45.53430255
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.521,5043828.183,-73.66688864,45.53424773
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.71,5043822.431,-73.66688607,45.53419598
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.823,5043816.241,-73.66688446,45.53414028
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.888,5043810.21,-73.66688346,45.53408601
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRAM,2016,291765.884,5043804.643,-73.66688337,45.53403592
Ahuntsic-Cartierville,R,0,"Sauvé Ouest, rue","Birnam, rue","Acadie, boulevard de l'",,FRAM,2016,291860.891,5044068.819,-73.66567392,45.53641484
Ahuntsic-Cartierville,R,0,"Sauvé Ouest, rue","Birnam, rue","Acadie, boulevard de l'",,FRAM,2016,291858.985,5044058.292,-73.66569805,45.53632008
Ahuntsic-Cartierville,R,0,"Sauvé Ouest, rue","Birnam, rue","Acadie, boulevard de l'",,FRAM,2016,291858.239,5044052.904,-73.66570746,45.53627158
Ahuntsic-Cartierville,R,0,"Sauvé Ouest, rue","Birnam, rue","Acadie, boulevard de l'",,FRAM,2016,291855.338,5044035.249,-73.66574414,45.53611266
Ahuntsic-Cartierville,R,0,"Sauvé Ouest, rue","Birnam, rue","Acadie, boulevard de l'",,FRAM,2016,291854.426,5044029.281,-73.66575565,45.53605894
Ahuntsic-Cartierville,R,0,"Sauvé Ouest, rue","Birnam, rue","Acadie, boulevard de l'",,FRAM,2016,291853.348,5044022.65,-73.66576928,45.53599925
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Hamon, rue","De Saint-Réal, rue",,FRPE,2016,290881.742,5044358.045,-73.67821923,45.53899852
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Hamon, rue","De Saint-Réal, rue",,FRPE,2016,290870.438,5044332.5,-73.67836324,45.53876843
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Hamon, rue","De Saint-Réal, rue",,FRPE,2016,290866.861,5044324.035,-73.6784088,45.53869219
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","De Saint-Réal, rue","Bois-de-Boulogne, avenue du",,FRPE,2016,290844.547,5044273.939,-73.6786931,45.53824096
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Saint-Hubert, rue","Péloquin, avenue",,FRAMKL,2016,291767.326,5046540.618,-73.66693776,45.55865514
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Saint-Charles, rue","Georges-Baril, avenue",,FRPE,2016,291834.146,5046675.559,-73.66608543,45.55987062
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Saint-Charles, rue","Georges-Baril, avenue",,FRAMKL,2016,291841.286,5046689.725,-73.66599435,45.55999823
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Georges-Baril, avenue","De La Roche, rue",,FRPE,2016,291872.082,5046751.944,-73.66560151,45.56055866
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","De La Roche, rue","Chambord, rue",,FRPE,2016,291923.782,5046856.691,-73.66494202,45.56150217
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Sacré-Coeur, avenue du","Christophe-Colomb, avenue",,FRPE,2016,292062.079,5046951.599,-73.66317294,45.56235872
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Taché, rue","Laperle, rue",,FRPE,2016,292305.81,5047478.419,-73.66006421,45.56710362
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Laperle, rue","Fort-Lorette, rue du",,FRPE,2016,292319.251,5047515.461,-73.65989297,45.56743718
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","De Saint-Firmin, rue","De Lorimier, avenue",,FRPE,2016,292553.567,5048169.922,-73.65690751,45.57333037
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","De Lorimier, avenue","Prairies, rue des",,FRPE,2016,292576.166,5048233.549,-73.65661956,45.5739033
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Prairies, rue des","Parthenais, rue",,FRPE,2016,292613.253,5048308.766,-73.65614625,45.57458078
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard","Bruchési, avenue","D'Iberville, rue",,FRPE,2016,292786.403,5048632.582,-73.65393569,45.57749757
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Lille, rue de","Bruchési, avenue",,FRPE,2016,292738.306,5048588.889,-73.65455089,45.57710358
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Lille, rue de","Bruchési, avenue",,FRPE,2016,292747.346,5048606.157,-73.65443549,45.57725912
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Bruchési, avenue","D'Iberville, rue",,FRPE,2016,292766.933,5048642.317,-73.6541854,45.57758484
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Bruchési, avenue","D'Iberville, rue",,FRPE,2016,292775.393,5048658.658,-73.6540774,45.57773202
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","Bruchési, avenue","D'Iberville, rue",,FRPE,2016,292783.969,5048674.42,-73.6539679,45.577874
Ahuntsic-Cartierville,R,0,"Henri-Bourassa Est, boulevard / Voie latérale Nord","D'Iberville, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,292811.205,5048724.024,-73.65362013,45.57832082
Ahuntsic-Cartierville,R,0,"Ernest-Savignac, rue","Lucien-Plante, rue","Lucien-Plante, rue",,FRPE,2016,294540.952,5046322.593,-73.63140544,45.55673967
Ahuntsic-Cartierville,R,0,"Ernest-Savignac, rue","Lucien-Plante, rue","Lucien-Plante, rue",,FRPE,2016,294514.809,5046338.739,-73.63174064,45.55688457
Ahuntsic-Cartierville,R,0,"Émile-Journault, avenue","Christophe-Colomb, avenue","André-Grasset, avenue",,FRPE,2016,294203.097,5046366.739,-73.63573388,45.55713185
Ahuntsic-Cartierville,R,0,"Émile-Journault, avenue","Christophe-Colomb, avenue","André-Grasset, avenue",,FRPE,2016,294206.861,5046372.57,-73.6356858,45.55718438
Ahuntsic-Cartierville,R,0,"Émile-Journault, avenue","Christophe-Colomb, avenue","André-Grasset, avenue",,FRPE,2016,294214.868,5046385.285,-73.63558351,45.55729891
Ahuntsic-Cartierville,R,9515,"Saint-Hubert, rue",Viaduc,"Sauvé Est, rue",,FRAM,2016,293050.156,5045975.5,-73.65049226,45.55359286
Ahuntsic-Cartierville,R,0,"Élie-Blanchard, avenue","Duval, rue",Limite,,FRPE,2016,289313.429,5043649.002,-73.69827848,45.53258522
Ahuntsic-Cartierville,R,0,"Cousineau, rue","Laurin, rue","Gouin Ouest, boulevard",,FRPE,2016,287493.072,5043063.002,-73.7215641,45.52726938
Ahuntsic-Cartierville,R,0,"Cousineau, rue","Laurin, rue","Gouin Ouest, boulevard",,FRPE,2016,287486.432,5043069.024,-73.72164932,45.5273234
